HARMO	Hz=60	MD=5	SEC=2	CT=3	VT=1	INPUT=V3	SYS=3P4W	NO.=51 	OPTION=%
DATE	 TIME	 RMS	 PEAK+	 PEAK-	 THD-F	 VI_1	 HZ	 RANGE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
2012-06-11	  12:23:46	    219.5V	    311.7V	   -311.2V	      4,3%	    219.3V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,2	       0,8	       0,0	       3,3	       0,0	       1,3	       0,0	       2,3	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:48	    219.4V	    313.2V	   -311.2V	      4,3%	    219.2V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,2	       0,0	       2,4	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:50	    219.2V	    311.7V	   -309.7V	      4,4%	    219.0V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,3	       0,0	       2,4	       0,0	       0,8	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:52	    219.5V	    313.2V	   -311.2V	      4,4%	    219.3V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,7	       0,0	       3,4	       0,0	       1,2	       0,0	       2,4	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:54	    219.4V	    311.7V	   -311.2V	      4,3%	    219.2V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,2	       0,0	       2,3	       0,0	       0,8	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:56	    219.3V	    311.7V	   -311.2V	      4,4%	    219.1V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,3	       0,0	       2,3	       0,0	       0,8	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:23:58	    219.2V	    311.7V	   -309.7V	      4,3%	    219.0V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,3	       0,0	       2,3	       0,0	       0,8	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:00	    218.9V	    313.2V	   -311.2V	      4,4%	    218.7V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,7	       0,0	       3,3	       0,0	       1,2	       0,0	       2,4	       0,0	       0,8	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:02	    219.1V	    308.8V	   -309.7V	      4,3%	    218.9V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,9	       0,0	       3,3	       0,0	       1,2	       0,0	       2,3	       0,0	       0,8	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:04	    219.1V	    313.2V	   -311.2V	      4,4%	    218.9V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,4	       0,0	       1,3	       0,0	       2,3	       0,0	       0,8	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:06	    219.2V	    310.3V	   -311.2V	      4,3%	    219.0V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,2	       0,0	       1,2	       0,0	       2,3	       0,0	       0,6	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:08	    223.7V	    317.7V	   -315.6V	      4,4%	    223.5V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,3	       0,0	       1,0	       0,0	       2,5	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:10	    224.0V	    317.7V	   -315.6V	      4,4%	    223.8V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,4	       0,0	       1,1	       0,0	       2,4	       0,0	       0,7	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:12	    224.3V	    317.7V	   -317.1V	      4,5%	    224.1V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,5	       0,0	       1,1	       0,0	       2,4	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:14	    224.1V	    319.1V	   -317.1V	      4,4%	    223.9V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,2	       0,8	       0,0	       3,4	       0,0	       1,0	       0,0	       2,5	       0,0	       0,8	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:16	    224.2V	    316.2V	   -315.6V	      4,5%	    224.0V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,7	       0,0	       3,4	       0,0	       1,1	       0,0	       2,5	       0,0	       0,7	       0,0	       0,3	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
2012-06-11	  12:24:18	    224.1V	    320.6V	   -315.6V	      4,4%	    223.9V	    60,0Hz	   0 to 50	       0,0	     100,0	       0,0	       0,8	       0,0	       3,4	       0,0	       1,1	       0,0	       2,5	       0,0	       0,7	       0,0	       0,2	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	       0,0	
